id,manifestid,documentid,Full,uploaddatetimejsonmetadata,Folder,File,LABEL,SIGN OUT,ALLIGATOR,CATEGORY 1,CATEGORY 2,CATEGORY 3,POOR QUALITY,NOTES,onpremfilepathjsonmetadata,is_far,is_blurry,is_dark,is_angle,is_glare,is_outside,is_zoom,is_duplicate,ext,labels
180447,43416011,83328844,FALSE,4/7/2023 8:15,328,844-0.jpg,Vogt,4/29,FALSE,pass,,,TRUE,too dark,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\844-0.jpg,0,0,1,0,0,0,0,0,328\844-0.jpg,pass
180474,43418151,83328845,FALSE,4/7/2023 8:23,328,845-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\845-0.jpg,0,0,0,0,0,0,0,0,328\845-0.jpg,pass
180475,43418151,83328846,FALSE,4/7/2023 8:23,328,846-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\846-0.jpg,0,0,0,0,0,0,0,0,328\846-0.jpg,pass
180476,43418151,83328847,FALSE,4/7/2023 8:23,328,847-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\847-0.jpg,0,0,0,0,0,0,0,0,328\847-0.jpg,pass
180471,43418101,83328848,FALSE,4/7/2023 8:22,328,848-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\848-0.jpg,0,0,0,0,0,0,0,0,328\848-0.jpg,pass
180477,43418191,83328849,FALSE,4/7/2023 8:24,328,849-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,"dark, could be poor quality",\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\849-0.jpg,0,0,1,0,0,0,0,0,328\849-0.jpg,pass
180468,43418061,83328850,FALSE,4/7/2023 8:22,328,850-0.jpg,Vogt,4/29,TRUE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\850-0.jpg,0,0,0,0,0,0,0,0,328\850-0.jpg,pass
180469,43418061,83328851,FALSE,4/7/2023 8:22,328,851-0.jpg,Vogt,4/29,TRUE,DUPLICATE OF 850,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\851-0.jpg,0,0,0,0,0,0,0,1,328\851-0.jpg,nan
180466,43417831,83328852,TRUE,4/7/2023 8:21,328,852-0.jpg,Vogt,4/29,FALSE,return to level,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\852-0.jpg,0,0,0,0,0,0,0,0,328\852-0.jpg,return to level
180464,43417751,83328868,FALSE,4/7/2023 8:21,328,868-0.jpg,Vogt,4/29,FALSE,return to level,airbag,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\868-0.jpg,0,0,0,0,0,0,0,0,328\868-0.jpg,return to level
180434,43403171,83328869,FALSE,4/7/2023 8:06,328,869-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\869-0.jpg,0,0,0,0,0,0,0,0,328\869-0.jpg,airbag
180435,43403171,83328870,FALSE,4/7/2023 8:06,328,870-0.jpg,Vogt,4/29,FALSE,DUPLICATE OF 869,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\870-0.jpg,0,0,0,0,0,0,0,1,328\870-0.jpg,nan
180445,43415981,83328892,TRUE,4/7/2023 8:14,328,892-0.jpg,Vogt,4/29,FALSE,return to level,airbag,,TRUE,subject not straight on,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\892-0.jpg,0,0,0,0,0,0,0,0,328\892-0.jpg,return to level
180478,43418431,83328893,FALSE,4/7/2023 8:24,328,893-0.jpg,Vogt,4/29,FALSE,pass,,,TRUE,too dark,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\893-0.jpg,0,0,1,0,0,0,0,0,328\893-0.jpg,pass
180472,43418101,83328894,FALSE,4/7/2023 8:23,328,894-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\894-0.jpg,0,0,0,0,0,0,0,0,328\894-0.jpg,pass
180463,43417751,83328895,FALSE,4/7/2023 8:20,328,895-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\895-0.jpg,0,0,0,0,0,0,0,0,328\895-0.jpg,pass
180455,43416791,83328900,FALSE,4/7/2023 8:19,328,900-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\900-0.jpg,0,0,0,0,0,0,0,0,328\900-0.jpg,pass
180456,43416791,83328901,FALSE,4/7/2023 8:19,328,901-0.jpg,Vogt,4/29,FALSE,return to level,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\901-0.jpg,0,0,0,0,0,0,0,0,328\901-0.jpg,return to level
180457,43416791,83328902,FALSE,4/7/2023 8:19,328,902-0.jpg,Vogt,4/29,FALSE,airbag,,,TRUE,foreground/background issue,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\902-0.jpg,0,0,0,0,0,0,0,0,328\902-0.jpg,airbag
180460,43417141,83328903,TRUE,4/7/2023 8:20,328,903-0.jpg,Vogt,4/29,FALSE,pass,,,TRUE,subject not straight on,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\903-0.jpg,0,0,0,0,0,0,0,0,328\903-0.jpg,pass
180473,43418101,83328904,FALSE,4/7/2023 8:23,328,904-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\904-0.jpg,0,0,0,0,0,0,0,0,328\904-0.jpg,pass
180454,43416791,83328920,TRUE,4/7/2023 8:19,328,920-0.jpg,Vogt,4/29,TRUE,pass,,,TRUE,subject not straight on,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\920-0.jpg,0,0,0,0,0,0,0,0,328\920-0.jpg,pass
180458,43417021,83328921,TRUE,4/7/2023 8:19,328,921-0.jpg,Vogt,4/29,FALSE,airbag,,,TRUE,flipped,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\921-0.jpg,0,0,0,0,0,0,0,0,328\921-0.jpg,airbag
180461,43417531,83328922,TRUE,4/7/2023 8:20,328,922-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\922-0.jpg,0,0,0,0,0,0,0,0,328\922-0.jpg,airbag
180446,43416011,83328923,FALSE,4/7/2023 8:15,328,923-0.jpg,Vogt,4/29,FALSE,pass,,,TRUE,blurry/low resolution,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\923-0.jpg,0,1,0,0,0,0,0,0,328\923-0.jpg,pass
180482,43419291,83328924,FALSE,4/7/2023 8:25,328,924-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\924-0.jpg,0,0,0,0,0,0,0,0,328\924-0.jpg,airbag
180459,43417021,83328925,TRUE,4/7/2023 8:19,328,925-0.jpg,Vogt,4/29,FALSE,DUPLICATE OF 921,,,TRUE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\925-0.jpg,0,0,0,0,0,0,0,1,328\925-0.jpg,nan
180452,43416681,83328930,FALSE,4/7/2023 8:18,328,930-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\930-0.jpg,0,0,0,0,0,0,0,0,328\930-0.jpg,pass
180453,43416681,83328931,FALSE,4/7/2023 8:19,328,931-0.jpg,Vogt,4/29,FALSE,DUPLICATE of 930,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\931-0.jpg,0,0,0,0,0,0,0,1,328\931-0.jpg,nan
180443,43415881,83328932,TRUE,4/7/2023 8:14,328,932-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\932-0.jpg,0,0,0,0,0,0,0,0,328\932-0.jpg,airbag
180462,43417531,83328933,TRUE,4/7/2023 8:20,328,933-0.jpg,Vogt,4/29,FALSE,DUPLICATE OF 922,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\933-0.jpg,0,0,0,0,0,0,0,1,328\933-0.jpg,nan
180480,43418501,83328970,FALSE,4/7/2023 8:24,328,970-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\970-0.jpg,0,0,0,0,0,0,0,0,328\970-0.jpg,airbag
180481,43418501,83328971,TRUE,4/7/2023 8:25,328,971-0.jpg,Vogt,4/29,FALSE,DUPLICATE OF 970,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\971-0.jpg,0,0,0,0,0,0,0,1,328\971-0.jpg,nan
180449,43416631,83328972,TRUE,4/7/2023 8:17,328,972-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\972-0.jpg,0,0,0,0,0,0,0,0,328\972-0.jpg,pass
180467,43417891,83328973,TRUE,4/7/2023 8:22,328,973-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\973-0.jpg,0,0,0,0,0,0,0,0,328\973-0.jpg,pass
180441,43415221,83328974,TRUE,4/7/2023 8:13,328,974-0.jpg,Vogt,4/29,TRUE,return to level,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\974-0.jpg,0,0,0,0,0,0,0,0,328\974-0.jpg,return to level
180442,43415881,83328975,TRUE,4/7/2023 8:13,328,975-0.jpg,Vogt,4/29,FALSE,airbag,pass,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\975-0.jpg,0,0,0,0,0,0,0,0,328\975-0.jpg,airbag
180438,43415221,83328976,FALSE,4/7/2023 8:12,328,976-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,return to level?,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\976-0.jpg,0,0,0,0,0,0,0,0,328\976-0.jpg,pass
180439,43415221,83328977,FALSE,4/7/2023 8:12,328,977-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\977-0.jpg,0,0,0,0,0,0,0,0,328\977-0.jpg,pass
180440,43415221,83328978,FALSE,4/7/2023 8:13,328,978-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\978-0.jpg,0,0,0,0,0,0,0,0,328\978-0.jpg,airbag
180444,43415881,83328979,TRUE,4/7/2023 8:14,328,979-0.jpg,Vogt,4/29,FALSE,DUPLICATE OF 975,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\979-0.jpg,0,0,0,0,0,0,0,1,328\979-0.jpg,nan
180430,43366931,83328980,FALSE,4/7/2023 8:00,328,980-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\980-0.jpg,0,0,0,0,0,0,0,0,328\980-0.jpg,pass
180431,43366931,83328981,FALSE,4/7/2023 8:00,328,981-0.jpg,Vogt,4/29,FALSE,DUPLICATE OF 980,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\981-0.jpg,0,0,0,0,0,0,0,1,328\981-0.jpg,nan
180432,43395681,83328988,FALSE,4/7/2023 8:02,328,988-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\988-0.jpg,0,0,0,0,0,0,0,0,328\988-0.jpg,pass
180433,43395681,83328989,FALSE,4/7/2023 8:02,328,989-0.jpg,Vogt,4/29,FALSE,DUPLICATE OF 988,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\989-0.jpg,0,0,0,0,0,0,0,1,328\989-0.jpg,nan
180484,43419411,83328990,FALSE,4/7/2023 8:25,328,990-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\990-0.jpg,0,0,0,0,0,0,0,0,328\990-0.jpg,airbag
180448,43416011,83328991,FALSE,4/7/2023 8:16,328,991-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\991-0.jpg,0,0,0,0,0,0,0,0,328\991-0.jpg,airbag
180483,43419411,83328992,FALSE,4/7/2023 8:25,328,992-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\992-0.jpg,0,0,0,0,0,0,0,0,328\992-0.jpg,pass
180436,43403171,83328996,FALSE,4/7/2023 8:06,328,996-0.jpg,Vogt,4/29,FALSE,airbag,,,TRUE,subject not straight on,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\996-0.jpg,0,0,0,0,0,0,0,0,328\996-0.jpg,airbag
180479,43418461,83328997,FALSE,4/7/2023 8:24,328,997-0.jpg,Vogt,4/29,TRUE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\997-0.jpg,0,0,0,0,0,0,0,0,328\997-0.jpg,airbag
180450,43416641,83328998,FALSE,4/7/2023 8:17,328,998-0.jpg,Vogt,4/29,FALSE,return to level,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\998-0.jpg,0,0,0,0,0,0,0,0,328\998-0.jpg,return to level
180451,43416641,83328999,FALSE,4/7/2023 8:18,328,999-0.jpg,Vogt,4/29,FALSE,restack,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\328\\999-0.jpg,0,0,0,0,0,0,0,0,328\999-0.jpg,restack
180470,43418061,83329000,FALSE,4/7/2023 8:22,329,000-0.jpg,Vogt,4/29,TRUE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\000-0.jpg,0,0,0,0,0,0,0,0,329\000-0.jpg,airbag
180465,43417751,83329016,FALSE,4/7/2023 8:21,329,016-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\016-0.jpg,0,0,0,0,0,0,0,0,329\016-0.jpg,pass
180437,43409171,83329017,FALSE,4/7/2023 8:11,329,017-0.jpg,Vogt,4/29,TRUE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\017-0.jpg,0,0,0,0,0,0,0,0,329\017-0.jpg,pass
180517,43418191,83329018,FALSE,4/7/2023 9:22,329,018-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\018-0.jpg,0,0,0,0,0,0,0,0,329\018-0.jpg,airbag
180518,43418191,83329019,FALSE,4/7/2023 9:22,329,019-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\019-0.jpg,0,0,0,0,0,0,0,0,329\019-0.jpg,pass
180510,43417181,83329020,FALSE,4/7/2023 9:20,329,020-0.jpg,Vogt,4/29,TRUE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\020-0.jpg,0,0,0,0,0,0,0,0,329\020-0.jpg,pass
180504,43415961,83329021,TRUE,4/7/2023 9:17,329,021-0.jpg,Vogt,4/29,FALSE,pass,,,TRUE,subject not straight on,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\021-0.jpg,0,0,0,0,0,0,0,0,329\021-0.jpg,pass
180485,43400251,83329036,FALSE,4/7/2023 9:04,329,036-0.jpg,Vogt,4/29,FALSE,,,,TRUE,blurry,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\036-0.jpg,0,1,0,0,0,0,0,0,329\036-0.jpg,nan
180505,43416011,83329037,TRUE,4/7/2023 9:18,329,037-0.jpg,Vogt,4/29,FALSE,airbag,return to level,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\037-0.jpg,0,0,0,0,0,0,0,0,329\037-0.jpg,airbag
180506,43416231,83329038,TRUE,4/7/2023 9:18,329,038-0.jpg,Vogt,4/29,FALSE,airbag,pass,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\038-0.jpg,0,0,0,0,0,0,0,0,329\038-0.jpg,airbag
180494,43409021,83329039,FALSE,4/7/2023 9:13,329,039-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\039-0.jpg,0,0,0,0,0,0,0,0,329\039-0.jpg,airbag
180508,43416861,83329040,FALSE,4/7/2023 9:19,329,040-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\040-0.jpg,0,0,0,0,0,0,0,0,329\040-0.jpg,pass
180497,43409211,83329041,FALSE,4/7/2023 9:15,329,041-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\041-0.jpg,0,0,0,0,0,0,0,0,329\041-0.jpg,airbag
180511,43417291,83329042,TRUE,4/7/2023 9:20,329,042-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\042-0.jpg,0,0,0,0,0,0,0,0,329\042-0.jpg,pass
180496,43409191,83329043,FALSE,4/7/2023 9:14,329,043-0.jpg,Vogt,4/29,TRUE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\043-0.jpg,0,0,0,0,0,0,0,0,329\043-0.jpg,pass
180514,43417751,83329044,TRUE,4/7/2023 9:21,329,044-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\044-0.jpg,0,0,0,0,0,0,0,0,329\044-0.jpg,airbag
180515,43417961,83329045,FALSE,4/7/2023 9:21,329,045-0.jpg,Vogt,4/29,FALSE,restack,,,TRUE,blurry,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\045-0.jpg,0,1,0,0,0,0,0,0,329\045-0.jpg,restack
180489,43408241,83329046,FALSE,4/7/2023 9:10,329,046-0.jpg,Vogt,4/29,TRUE,pass,,,TRUE,blurry,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\046-0.jpg,0,1,0,0,0,0,0,0,329\046-0.jpg,pass
180513,43417441,83329047,TRUE,4/7/2023 9:21,329,047-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\047-0.jpg,0,0,0,0,0,0,0,0,329\047-0.jpg,pass
180495,43409161,83329048,FALSE,4/7/2023 9:14,329,048-0.jpg,Vogt,4/29,FALSE,airbag,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\048-0.jpg,0,0,0,0,0,0,0,0,329\048-0.jpg,airbag
180516,43418161,83329049,TRUE,4/7/2023 9:22,329,049-0.jpg,Vogt,4/29,FALSE,return to level,airbag,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\049-0.jpg,0,0,0,0,0,0,0,0,329\049-0.jpg,return to level
180507,43416821,83329050,FALSE,4/7/2023 9:19,329,050-0.jpg,Vogt,4/29,TRUE,airbag,,,TRUE,blurry,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\050-0.jpg,0,1,0,0,0,0,0,0,329\050-0.jpg,airbag
180522,43419301,83329051,FALSE,4/7/2023 9:24,329,051-0.jpg,Vogt,4/29,FALSE,airbag,,,TRUE,dark,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\051-0.jpg,0,0,1,0,0,0,0,0,329\051-0.jpg,airbag
180493,43408861,83329052,FALSE,4/7/2023 9:13,329,052-0.jpg,Vogt,4/29,FALSE,pass,,,TRUE,dark and blurry,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\052-0.jpg,0,1,1,0,0,0,0,0,329\052-0.jpg,pass
180521,43418621,83329053,FALSE,4/7/2023 9:24,329,053-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\053-0.jpg,0,0,0,0,0,0,0,0,329\053-0.jpg,pass
180490,43408261,83329081,TRUE,4/7/2023 9:10,329,081-0.jpg,Vogt,4/29,TRUE,pass,,,TRUE,wrong subject,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\081-0.jpg,0,0,0,0,0,0,0,0,329\081-0.jpg,pass
180491,43408261,83329082,TRUE,4/7/2023 9:11,329,082-0.jpg,Vogt,4/29,TRUE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\082-0.jpg,0,0,0,0,0,0,0,0,329\082-0.jpg,pass
180492,43408261,83329083,TRUE,4/7/2023 9:12,329,083-0.jpg,Vogt,4/29,TRUE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\083-0.jpg,0,0,0,0,0,0,0,0,329\083-0.jpg,pass
180519,43418191,83329084,TRUE,4/7/2023 9:23,329,084-0.jpg,Vogt,4/29,FALSE,pass,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\084-0.jpg,0,0,0,0,0,0,0,0,329\084-0.jpg,pass
180520,43418491,83329113,FALSE,4/7/2023 9:23,329,113-0.jpg,Vogt,4/29,FALSE,restack,,,FALSE,,\\\\offtffs01\\Transflo\\Storage\\LHTRAILER\\Cust2\\000\\083\\329\\113-0.jpg,0,0,0,0,0,0,0,0,329\113-0.jpg,restack
